Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2748.4973595142365	58	111.42168	91.82529	279.31134	-149.4678	151.0	0.0	50132	2957788
2794.946584701538	59	109.65251	87.64932	297.73004	-150.61111	151.0	0.0	50132	3007920
2841.556718826294	60	128.2654	61.91542	252.62344	-146.02383	151.0	0.0	50132	3058052
2888.201610803604	61	130.16537	42.178455	239.71774	-126.78477	151.0	0.0	50132	3108184
2934.747020483017	62	138.63222	54.910263	274.36194	-124.50517	151.0	0.0	50132	3158316
2981.2557334899902	63	139.42332	57.038605	266.87143	-120.60731	151.0	0.0	50132	3208448
3027.5752210617065	64	142.9631	68.4734	295.59192	-128.33954	151.0	0.0	50132	3258580
3073.9494705200195	65	136.51349	81.968124	281.22742	-186.23991	151.0	0.0	50132	3308712
3120.1417763233185	66	119.75701	95.71641	274.65244	-221.75964	151.0	0.0	50132	3358844
3166.259649991989	67	97.78797	114.07706	280.94937	-208.01025	151.0	0.0	50132	3408976
3212.428457260132	68	83.65048	115.866135	281.6242	-223.41911	151.0	0.0	50132	3459108
3258.6514399051666	69	72.60055	108.46405	269.40497	-203.27718	151.0	0.0	50132	3509240
3304.810751438141	70	45.982513	117.806725	248.3001	-298.70724	151.0	0.0	50132	3559372
3348.594265937805	71	60.736988	106.92614	214.41649	-207.71036	151.0	0.0	50132	3609504
3394.8034410476685	72	67.17751	102.23592	235.23065	-169.31792	151.0	0.0	50132	3659636
3441.1228861808777	73	87.85822	74.213234	236.43921	-150.11893	151.0	0.0	50132	3709768
3487.4420433044434	74	100.30315	65.58891	200.182	-159.19682	151.0	0.0	50132	3759900
3533.873487472534	75	114.859184	41.56973	217.68253	-121.01956	151.0	0.0	50132	3810032
3580.4451944828033	76	132.71754	30.467945	217.04771	-109.797005	151.0	0.0	50132	3860164
3627.0660467147827	77	135.75821	29.902367	219.80151	-72.76951	151.0	0.0	50132	3910296
3673.6758799552917	78	151.73375	52.46176	298.54047	-145.56952	151.0	0.0	50132	3960428
3720.230024576187	79	150.83699	77.603935	278.54608	-176.93144	151.0	0.0	50132	4010560
3766.6222956180573	80	139.46078	103.98382	300.39536	-173.7142	151.0	0.0	50132	4060692
3812.9536406993866	81	134.35657	101.14173	296.55988	-167.5413	151.0	0.0	50132	4110824
3859.385934829712	82	122.92191	111.81981	279.26392	-152.12915	151.0	0.0	50132	4160956
3905.8062722682953	83	120.29614	110.536606	276.661	-161.85284	151.0	0.0	50132	4211088
3952.2302117347717	84	139.51512	91.54511	274.5662	-167.22519	151.0	0.0	50132	4261220
3997.6135194301605	85	153.1521	74.57117	278.9184	-168.78079	151.0	0.0	50132	4311352
4044.089038848877	86	146.35559	73.240265	257.53152	-138.77702	151.0	0.0	50132	4361484
4090.505352973938	87	154.40622	70.43682	273.6676	-131.53203	151.0	0.0	50132	4411616
4136.831191778183	88	138.4289	94.80937	293.8422	-169.56503	151.0	0.0	50132	4461748
4183.19216132164	89	141.35493	96.10905	268.0711	-150.20213	151.0	0.0	50132	4511880
4229.282219171524	90	156.75865	81.84986	295.43378	-128.77594	151.0	0.0	50132	4562012
4275.5907826423645	91	149.75394	99.00968	297.715	-133.21245	151.0	0.0	50132	4612144
4322.014343500137	92	162.90065	84.76915	294.86862	-128.63928	151.0	0.0	50132	4662276
4368.494711399078	93	178.88069	74.710526	315.23096	-113.832184	151.0	0.0	50132	4712408
4414.879357099533	94	172.13315	102.31758	311.6362	-156.80063	151.0	0.0	50132	4762540
4461.241086244583	95	161.46878	96.52116	303.3816	-138.77045	151.0	0.0	50132	4812672
4507.413912296295	96	152.07837	85.812546	319.70306	-130.79922	151.0	0.0	50132	4862804
4553.949210643768	97	123.84959	83.05397	273.6219	-109.178535	151.0	0.0	50132	4912936
4600.433817148209	98	112.21267	74.924866	262.02692	-93.55981	151.0	0.0	50132	4963068
4647.44829416275	99	100.39657	80.48489	271.47208	-90.79984	151.0	0.0	50132	5013200
